"provincia_id","provincia_nombre","sexo","edad_quinquenal","pais_de_nacimiento","nacionalidad","cantidad"
14,"CORDOBA","M","55 a 59","ARGENTINA","ARGENTINA",89975
14,"CORDOBA","M","55 a 59","OTRO PAIS","ARGENTINA",268
14,"CORDOBA","M","55 a 59","OTRO PAIS","EXTRANJERA",2173
14,"CORDOBA","M","60 a 64","ARGENTINA","ARGENTINA",82119
14,"CORDOBA","M","60 a 64","OTRO PAIS","ARGENTINA",196
14,"CORDOBA","M","60 a 64","OTRO PAIS","EXTRANJERA",1585
14,"CORDOBA","M","65 a 69","ARGENTINA","ARGENTINA",69979
14,"CORDOBA","M","65 a 69","OTRO PAIS","ARGENTINA",263
14,"CORDOBA","M","65 a 69","OTRO PAIS","EXTRANJERA",1222
14,"CORDOBA","M","70 a 74","ARGENTINA","ARGENTINA",56551
14,"CORDOBA","M","70 a 74","OTRO PAIS","ARGENTINA",209
14,"CORDOBA","M","70 a 74","OTRO PAIS","EXTRANJERA",1057
14,"CORDOBA","M","75 a 79","ARGENTINA","ARGENTINA",38246
14,"CORDOBA","M","75 a 79","OTRO PAIS","ARGENTINA",249
14,"CORDOBA","M","75 a 79","OTRO PAIS","EXTRANJERA",1007
14,"CORDOBA","M","80 a 84","ARGENTINA","ARGENTINA",22005
14,"CORDOBA","M","80 a 84","OTRO PAIS","ARGENTINA",163
14,"CORDOBA","M","80 a 84","OTRO PAIS","EXTRANJERA",639
14,"CORDOBA","M","85 a 89","ARGENTINA","ARGENTINA",10460
14,"CORDOBA","M","85 a 89","OTRO PAIS","ARGENTINA",81
14,"CORDOBA","M","85 a 89","OTRO PAIS","EXTRANJERA",305
14,"CORDOBA","M","90 a 94","ARGENTINA","ARGENTINA",3617
14,"CORDOBA","M","90 a 94","OTRO PAIS","ARGENTINA",47
14,"CORDOBA","M","90 a 94","OTRO PAIS","EXTRANJERA",138
14,"CORDOBA","M","95 a 99","ARGENTINA","ARGENTINA",656
14,"CORDOBA","M","95 a 99","OTRO PAIS","ARGENTINA",18
14,"CORDOBA","M","95 a 99","OTRO PAIS","EXTRANJERA",40
14,"CORDOBA","M","100 y +","ARGENTINA","ARGENTINA",101
14,"CORDOBA","M","100 y +","OTRO PAIS","ARGENTINA",2
14,"CORDOBA","M","100 y +","OTRO PAIS","EXTRANJERA",8
14,"CORDOBA","X","15 a 19","ARGENTINA","ARGENTINA",1
14,"CORDOBA","X","20 a 24","ARGENTINA","ARGENTINA",1
14,"CORDOBA","X","25 a 29","ARGENTINA","ARGENTINA",9
14,"CORDOBA","X","30 a 34","ARGENTINA","ARGENTINA",4
14,"CORDOBA","X","35 a 39","ARGENTINA","ARGENTINA",2
14,"CORDOBA","X","50 a 54","ARGENTINA","ARGENTINA",1
14,"CORDOBA","X","55 a 59","ARGENTINA","ARGENTINA",1
18,"CORRIENTES","F","0 a 4","ARGENTINA","ARGENTINA",36925
18,"CORRIENTES","F","0 a 4","OTRO PAIS","ARGENTINA",38
18,"CORRIENTES","F","0 a 4","OTRO PAIS","EXTRANJERA",8
18,"CORRIENTES","F","5 a 9","ARGENTINA","ARGENTINA",48513
18,"CORRIENTES","F","5 a 9","OTRO PAIS","ARGENTINA",111
18,"CORRIENTES","F","5 a 9","OTRO PAIS","EXTRANJERA",87
18,"CORRIENTES","F","10 a 14","ARGENTINA","ARGENTINA",47733
18,"CORRIENTES","F","10 a 14","OTRO PAIS","ARGENTINA",81
18,"CORRIENTES","F","10 a 14","OTRO PAIS","EXTRANJERA",146
18,"CORRIENTES","F","15 a 19","ARGENTINA","ARGENTINA",48053
18,"CORRIENTES","F","15 a 19","OTRO PAIS","ARGENTINA",71
18,"CORRIENTES","F","15 a 19","OTRO PAIS","EXTRANJERA",164
18,"CORRIENTES","F","20 a 24","ARGENTINA","ARGENTINA",51013
18,"CORRIENTES","F","20 a 24","OTRO PAIS","ARGENTINA",54
18,"CORRIENTES","F","20 a 24","OTRO PAIS","EXTRANJERA",567
18,"CORRIENTES","F","25 a 29","ARGENTINA","ARGENTINA",49755
18,"CORRIENTES","F","25 a 29","OTRO PAIS","ARGENTINA",37
18,"CORRIENTES","F","25 a 29","OTRO PAIS","EXTRANJERA",790
18,"CORRIENTES","F","30 a 34","ARGENTINA","ARGENTINA",46687
18,"CORRIENTES","F","30 a 34","OTRO PAIS","ARGENTINA",35
18,"CORRIENTES","F","30 a 34","OTRO PAIS","EXTRANJERA",733
18,"CORRIENTES","F","35 a 39","ARGENTINA","ARGENTINA",40317
18,"CORRIENTES","F","35 a 39","OTRO PAIS","ARGENTINA",37
18,"CORRIENTES","F","35 a 39","OTRO PAIS","EXTRANJERA",654
18,"CORRIENTES","F","40 a 44","ARGENTINA","ARGENTINA",39512
18,"CORRIENTES","F","40 a 44","OTRO PAIS","ARGENTINA",33
18,"CORRIENTES","F","40 a 44","OTRO PAIS","EXTRANJERA",603
18,"CORRIENTES","F","45 a 49","ARGENTINA","ARGENTINA",33174
18,"CORRIENTES","F","45 a 49","OTRO PAIS","ARGENTINA",18
18,"CORRIENTES","F","45 a 49","OTRO PAIS","EXTRANJERA",440
18,"CORRIENTES","F","50 a 54","ARGENTINA","ARGENTINA",28635
18,"CORRIENTES","F","50 a 54","OTRO PAIS","ARGENTINA",43
18,"CORRIENTES","F","50 a 54","OTRO PAIS","EXTRANJERA",472
18,"CORRIENTES","F","55 a 59","ARGENTINA","ARGENTINA",26936
18,"CORRIENTES","F","55 a 59","OTRO PAIS","ARGENTINA",38
18,"CORRIENTES","F","55 a 59","OTRO PAIS","EXTRANJERA",448
18,"CORRIENTES","F","60 a 64","ARGENTINA","ARGENTINA",23970
18,"CORRIENTES","F","60 a 64","OTRO PAIS","ARGENTINA",71
18,"CORRIENTES","F","60 a 64","OTRO PAIS","EXTRANJERA",365
18,"CORRIENTES","F","65 a 69","ARGENTINA","ARGENTINA",21195
18,"CORRIENTES","F","65 a 69","OTRO PAIS","ARGENTINA",75
18,"CORRIENTES","F","65 a 69","OTRO PAIS","EXTRANJERA",408
18,"CORRIENTES","F","70 a 74","ARGENTINA","ARGENTINA",15960
18,"CORRIENTES","F","70 a 74","OTRO PAIS","ARGENTINA",84
18,"CORRIENTES","F","70 a 74","OTRO PAIS","EXTRANJERA",340
18,"CORRIENTES","F","75 a 79","ARGENTINA","ARGENTINA",11329
18,"CORRIENTES","F","75 a 79","OTRO PAIS","ARGENTINA",89
18,"CORRIENTES","F","75 a 79","OTRO PAIS","EXTRANJERA",300
18,"CORRIENTES","F","80 a 84","ARGENTINA","ARGENTINA",7605
18,"CORRIENTES","F","80 a 84","OTRO PAIS","ARGENTINA",71
18,"CORRIENTES","F","80 a 84","OTRO PAIS","EXTRANJERA",205
18,"CORRIENTES","F","85 a 89","ARGENTINA","ARGENTINA",4511
18,"CORRIENTES","F","85 a 89","OTRO PAIS","ARGENTINA",47
18,"CORRIENTES","F","85 a 89","OTRO PAIS","EXTRANJERA",98
18,"CORRIENTES","F","90 a 94","ARGENTINA","ARGENTINA",2057
18,"CORRIENTES","F","90 a 94","OTRO PAIS","ARGENTINA",19
18,"CORRIENTES","F","90 a 94","OTRO PAIS","EXTRANJERA",62
18,"CORRIENTES","F","95 a 99","ARGENTINA","ARGENTINA",607
18,"CORRIENTES","F","95 a 99","OTRO PAIS","ARGENTINA",5
18,"CORRIENTES","F","95 a 99","OTRO PAIS","EXTRANJERA",25
18,"CORRIENTES","F","100 y +","ARGENTINA","ARGENTINA",113
18,"CORRIENTES","F","100 y +","OTRO PAIS","ARGENTINA",3
18,"CORRIENTES","F","100 y +","OTRO PAIS","EXTRANJERA",5
18,"CORRIENTES","M","0 a 4","ARGENTINA","ARGENTINA",38280
18,"CORRIENTES","M","0 a 4","OTRO PAIS","ARGENTINA",63
18,"CORRIENTES","M","0 a 4","OTRO PAIS","EXTRANJERA",9
18,"CORRIENTES","M","5 a 9","ARGENTINA","ARGENTINA",50432
18,"CORRIENTES","M","5 a 9","OTRO PAIS","ARGENTINA",93
18,"CORRIENTES","M","5 a 9","OTRO PAIS","EXTRANJERA",93
18,"CORRIENTES","M","10 a 14","ARGENTINA","ARGENTINA",50104
18,"CORRIENTES","M","10 a 14","OTRO PAIS","ARGENTINA",88
18,"CORRIENTES","M","10 a 14","OTRO PAIS","EXTRANJERA",133
18,"CORRIENTES","M","15 a 19","ARGENTINA","ARGENTINA",50177
18,"CORRIENTES","M","15 a 19","OTRO PAIS","ARGENTINA",76
18,"CORRIENTES","M","15 a 19","OTRO PAIS","EXTRANJERA",184
18,"CORRIENTES","M","20 a 24","ARGENTINA","ARGENTINA",52708
18,"CORRIENTES","M","20 a 24","OTRO PAIS","ARGENTINA",53
18,"CORRIENTES","M","20 a 24","OTRO PAIS","EXTRANJERA",441
18,"CORRIENTES","M","25 a 29","ARGENTINA","ARGENTINA",51009
18,"CORRIENTES","M","25 a 29","OTRO PAIS","ARGENTINA",33
18,"CORRIENTES","M","25 a 29","OTRO PAIS","EXTRANJERA",737
18,"CORRIENTES","M","30 a 34","ARGENTINA","ARGENTINA",47309
18,"CORRIENTES","M","30 a 34","OTRO PAIS","ARGENTINA",31
18,"CORRIENTES","M","30 a 34","OTRO PAIS","EXTRANJERA",789
18,"CORRIENTES","M","35 a 39","ARGENTINA","ARGENTINA",41049
18,"CORRIENTES","M","35 a 39","OTRO PAIS","ARGENTINA",24
18,"CORRIENTES","M","35 a 39","OTRO PAIS","EXTRANJERA",701
18,"CORRIENTES","M","40 a 44","ARGENTINA","ARGENTINA",40449
18,"CORRIENTES","M","40 a 44","OTRO PAIS","ARGENTINA",30
18,"CORRIENTES","M","40 a 44","OTRO PAIS","EXTRANJERA",583
18,"CORRIENTES","M","45 a 49","ARGENTINA","ARGENTINA",33484
18,"CORRIENTES","M","45 a 49","OTRO PAIS","ARGENTINA",25
18,"CORRIENTES","M","45 a 49","OTRO PAIS","EXTRANJERA",518
18,"CORRIENTES","M","50 a 54","ARGENTINA","ARGENTINA",28790
18,"CORRIENTES","M","50 a 54","OTRO PAIS","ARGENTINA",39
18,"CORRIENTES","M","50 a 54","OTRO PAIS","EXTRANJERA",534
18,"CORRIENTES","M","55 a 59","ARGENTINA","ARGENTINA",26924
18,"CORRIENTES","M","55 a 59","OTRO PAIS","ARGENTINA",58
18,"CORRIENTES","M","55 a 59","OTRO PAIS","EXTRANJERA",500
18,"CORRIENTES","M","60 a 64","ARGENTINA","ARGENTINA",23769
18,"CORRIENTES","M","60 a 64","OTRO PAIS","ARGENTINA",46
18,"CORRIENTES","M","60 a 64","OTRO PAIS","EXTRANJERA",391
18,"CORRIENTES","M","65 a 69","ARGENTINA","ARGENTINA",21146
18,"CORRIENTES","M","65 a 69","OTRO PAIS","ARGENTINA",77
18,"CORRIENTES","M","65 a 69","OTRO PAIS","EXTRANJERA",422
18,"CORRIENTES","M","70 a 74","ARGENTINA","ARGENTINA",14778
18,"CORRIENTES","M","70 a 74","OTRO PAIS","ARGENTINA",73
18,"CORRIENTES","M","70 a 74","OTRO PAIS","EXTRANJERA",446
18,"CORRIENTES","M","75 a 79","ARGENTINA","ARGENTINA",8869
18,"CORRIENTES","M","75 a 79","OTRO PAIS","ARGENTINA",87
18,"CORRIENTES","M","75 a 79","OTRO PAIS","EXTRANJERA",356
18,"CORRIENTES","M","80 a 84","ARGENTINA","ARGENTINA",4977
18,"CORRIENTES","M","80 a 84","OTRO PAIS","ARGENTINA",44
18,"CORRIENTES","M","80 a 84","OTRO PAIS","EXTRANJERA",212
18,"CORRIENTES","M","85 a 89","ARGENTINA","ARGENTINA",2396
18,"CORRIENTES","M","85 a 89","OTRO PAIS","ARGENTINA",17
18,"CORRIENTES","M","85 a 89","OTRO PAIS","EXTRANJERA",81
18,"CORRIENTES","M","90 a 94","ARGENTINA","ARGENTINA",916
18,"CORRIENTES","M","90 a 94","OTRO PAIS","ARGENTINA",10
18,"CORRIENTES","M","90 a 94","OTRO PAIS","EXTRANJERA",51
18,"CORRIENTES","M","95 a 99","ARGENTINA","ARGENTINA",239
18,"CORRIENTES","M","95 a 99","OTRO PAIS","ARGENTINA",3
18,"CORRIENTES","M","95 a 99","OTRO PAIS","EXTRANJERA",28
18,"CORRIENTES","M","100 y +","ARGENTINA","ARGENTINA",69
18,"CORRIENTES","M","100 y +","OTRO PAIS","EXTRANJERA",2
18,"CORRIENTES","X","15 a 19","ARGENTINA","ARGENTINA",1
18,"CORRIENTES","X","25 a 29","ARGENTINA","ARGENTINA",2
30,"ENTRE RIOS","F","0 a 4","ARGENTINA","ARGENTINA",38721
30,"ENTRE RIOS","F","0 a 4","OTRO PAIS","ARGENTINA",31
30,"ENTRE RIOS","F","0 a 4","OTRO PAIS","EXTRANJERA",12
30,"ENTRE RIOS","F","5 a 9","ARGENTINA","ARGENTINA",54975
30,"ENTRE RIOS","F","5 a 9","OTRO PAIS","ARGENTINA",51
30,"ENTRE RIOS","F","5 a 9","OTRO PAIS","EXTRANJERA",106
30,"ENTRE RIOS","F","10 a 14","ARGENTINA","ARGENTINA",53330
30,"ENTRE RIOS","F","10 a 14","OTRO PAIS","ARGENTINA",74
30,"ENTRE RIOS","F","10 a 14","OTRO PAIS","EXTRANJERA",162
30,"ENTRE RIOS","F","15 a 19","ARGENTINA","ARGENTINA",54062
30,"ENTRE RIOS","F","15 a 19","OTRO PAIS","ARGENTINA",110
30,"ENTRE RIOS","F","15 a 19","OTRO PAIS","EXTRANJERA",316
30,"ENTRE RIOS","F","20 a 24","ARGENTINA","ARGENTINA",56381
30,"ENTRE RIOS","F","20 a 24","OTRO PAIS","ARGENTINA",66
30,"ENTRE RIOS","F","20 a 24","OTRO PAIS","EXTRANJERA",691
30,"ENTRE RIOS","F","25 a 29","ARGENTINA","ARGENTINA",55709
30,"ENTRE RIOS","F","25 a 29","OTRO PAIS","ARGENTINA",63
30,"ENTRE RIOS","F","25 a 29","OTRO PAIS","EXTRANJERA",933
30,"ENTRE RIOS","F","30 a 34","ARGENTINA","ARGENTINA",54421
30,"ENTRE RIOS","F","30 a 34","OTRO PAIS","ARGENTINA",60
30,"ENTRE RIOS","F","30 a 34","OTRO PAIS","EXTRANJERA",875
30,"ENTRE RIOS","F","35 a 39","ARGENTINA","ARGENTINA",49623
30,"ENTRE RIOS","F","35 a 39","OTRO PAIS","ARGENTINA",65
30,"ENTRE RIOS","F","35 a 39","OTRO PAIS","EXTRANJERA",750
30,"ENTRE RIOS","F","40 a 44","ARGENTINA","ARGENTINA",50074
30,"ENTRE RIOS","F","40 a 44","OTRO PAIS","ARGENTINA",108
30,"ENTRE RIOS","F","40 a 44","OTRO PAIS","EXTRANJERA",640
30,"ENTRE RIOS","F","45 a 49","ARGENTINA","ARGENTINA",43009
30,"ENTRE RIOS","F","45 a 49","OTRO PAIS","ARGENTINA",88
30,"ENTRE RIOS","F","45 a 49","OTRO PAIS","EXTRANJERA",554
30,"ENTRE RIOS","F","50 a 54","ARGENTINA","ARGENTINA",36865
30,"ENTRE RIOS","F","50 a 54","OTRO PAIS","ARGENTINA",109
30,"ENTRE RIOS","F","50 a 54","OTRO PAIS","EXTRANJERA",550
30,"ENTRE RIOS","F","55 a 59","ARGENTINA","ARGENTINA",34223
30,"ENTRE RIOS","F","55 a 59","OTRO PAIS","ARGENTINA",118
30,"ENTRE RIOS","F","55 a 59","OTRO PAIS","EXTRANJERA",417
30,"ENTRE RIOS","F","60 a 64","ARGENTINA","ARGENTINA",31600
30,"ENTRE RIOS","F","60 a 64","OTRO PAIS","ARGENTINA",102
30,"ENTRE RIOS","F","60 a 64","OTRO PAIS","EXTRANJERA",388
30,"ENTRE RIOS","F","65 a 69","ARGENTINA","ARGENTINA",28876
30,"ENTRE RIOS","F","65 a 69","OTRO PAIS","ARGENTINA",104
30,"ENTRE RIOS","F","65 a 69","OTRO PAIS","EXTRANJERA",399
30,"ENTRE RIOS","F","70 a 74","ARGENTINA","ARGENTINA",23731
30,"ENTRE RIOS","F","70 a 74","OTRO PAIS","ARGENTINA",101
30,"ENTRE RIOS","F","70 a 74","OTRO PAIS","EXTRANJERA",347
30,"ENTRE RIOS","F","75 a 79","ARGENTINA","ARGENTINA",18336
30,"ENTRE RIOS","F","75 a 79","OTRO PAIS","ARGENTINA",95
30,"ENTRE RIOS","F","75 a 79","OTRO PAIS","EXTRANJERA",303
30,"ENTRE RIOS","F","80 a 84","ARGENTINA","ARGENTINA",13268
30,"ENTRE RIOS","F","80 a 84","OTRO PAIS","ARGENTINA",63
30,"ENTRE RIOS","F","80 a 84","OTRO PAIS","EXTRANJERA",197
30,"ENTRE RIOS","F","85 a 89","ARGENTINA","ARGENTINA",7707
30,"ENTRE RIOS","F","85 a 89","OTRO PAIS","ARGENTINA",35
30,"ENTRE RIOS","F","85 a 89","OTRO PAIS","EXTRANJERA",114
30,"ENTRE RIOS","F","90 a 94","ARGENTINA","ARGENTINA",3549
30,"ENTRE RIOS","F","90 a 94","OTRO PAIS","ARGENTINA",22
30,"ENTRE RIOS","F","90 a 94","OTRO PAIS","EXTRANJERA",63
30,"ENTRE RIOS","F","95 a 99","ARGENTINA","ARGENTINA",830
30,"ENTRE RIOS","F","95 a 99","OTRO PAIS","ARGENTINA",5
30,"ENTRE RIOS","F","95 a 99","OTRO PAIS","EXTRANJERA",39
30,"ENTRE RIOS","F","100 y +","ARGENTINA","ARGENTINA",136
30,"ENTRE RIOS","F","100 y +","OTRO PAIS","ARGENTINA",2
30,"ENTRE RIOS","F","100 y +","OTRO PAIS","EXTRANJERA",9
30,"ENTRE RIOS","M","0 a 4","ARGENTINA","ARGENTINA",40236
30,"ENTRE RIOS","M","0 a 4","OTRO PAIS","ARGENTINA",22
30,"ENTRE RIOS","M","0 a 4","OTRO PAIS","EXTRANJERA",17
30,"ENTRE RIOS","M","5 a 9","ARGENTINA","ARGENTINA",57532
30,"ENTRE RIOS","M","5 a 9","OTRO PAIS","ARGENTINA",50
30,"ENTRE RIOS","M","5 a 9","OTRO PAIS","EXTRANJERA",161
30,"ENTRE RIOS","M","10 a 14","ARGENTINA","ARGENTINA",56068
30,"ENTRE RIOS","M","10 a 14","OTRO PAIS","ARGENTINA",88
30,"ENTRE RIOS","M","10 a 14","OTRO PAIS","EXTRANJERA",219
30,"ENTRE RIOS","M","15 a 19","ARGENTINA","ARGENTINA",55660
30,"ENTRE RIOS","M","15 a 19","OTRO PAIS","ARGENTINA",123
30,"ENTRE RIOS","M","15 a 19","OTRO PAIS","EXTRANJERA",304
30,"ENTRE RIOS","M","20 a 24","ARGENTINA","ARGENTINA",58409
30,"ENTRE RIOS","M","20 a 24","OTRO PAIS","ARGENTINA",55
30,"ENTRE RIOS","M","20 a 24","OTRO PAIS","EXTRANJERA",612
30,"ENTRE RIOS","M","25 a 29","ARGENTINA","ARGENTINA",57585
30,"ENTRE RIOS","M","25 a 29","OTRO PAIS","ARGENTINA",55
30,"ENTRE RIOS","M","25 a 29","OTRO PAIS","EXTRANJERA",964
30,"ENTRE RIOS","M","30 a 34","ARGENTINA","ARGENTINA",54919
30,"ENTRE RIOS","M","30 a 34","OTRO PAIS","ARGENTINA",75
30,"ENTRE RIOS","M","30 a 34","OTRO PAIS","EXTRANJERA",1056
30,"ENTRE RIOS","M","35 a 39","ARGENTINA","ARGENTINA",49896
30,"ENTRE RIOS","M","35 a 39","OTRO PAIS","ARGENTINA",94
30,"ENTRE RIOS","M","35 a 39","OTRO PAIS","EXTRANJERA",933
30,"ENTRE RIOS","M","40 a 44","ARGENTINA","ARGENTINA",50526
30,"ENTRE RIOS","M","40 a 44","OTRO PAIS","ARGENTINA",109
30,"ENTRE RIOS","M","40 a 44","OTRO PAIS","EXTRANJERA",793
30,"ENTRE RIOS","M","45 a 49","ARGENTINA","ARGENTINA",43661
30,"ENTRE RIOS","M","45 a 49","OTRO PAIS","ARGENTINA",102
30,"ENTRE RIOS","M","45 a 49","OTRO PAIS","EXTRANJERA",653
30,"ENTRE RIOS","M","50 a 54","ARGENTINA","ARGENTINA",36965
30,"ENTRE RIOS","M","50 a 54","OTRO PAIS","ARGENTINA",106
30,"ENTRE RIOS","M","50 a 54","OTRO PAIS","EXTRANJERA",667
30,"ENTRE RIOS","M","55 a 59","ARGENTINA","ARGENTINA",33713
30,"ENTRE RIOS","M","55 a 59","OTRO PAIS","ARGENTINA",100
30,"ENTRE RIOS","M","55 a 59","OTRO PAIS","EXTRANJERA",565
30,"ENTRE RIOS","M","60 a 64","ARGENTINA","ARGENTINA",29824
30,"ENTRE RIOS","M","60 a 64","OTRO PAIS","ARGENTINA",80
30,"ENTRE RIOS","M","60 a 64","OTRO PAIS","EXTRANJERA",460
30,"ENTRE RIOS","M","65 a 69","ARGENTINA","ARGENTINA",26056
30,"ENTRE RIOS","M","65 a 69","OTRO PAIS","ARGENTINA",79
30,"ENTRE RIOS","M","65 a 69","OTRO PAIS","EXTRANJERA",434
30,"ENTRE RIOS","M","70 a 74","ARGENTINA","ARGENTINA",20129
30,"ENTRE RIOS","M","70 a 74","OTRO PAIS","ARGENTINA",78
30,"ENTRE RIOS","M","70 a 74","OTRO PAIS","EXTRANJERA",420
30,"ENTRE RIOS","M","75 a 79","ARGENTINA","ARGENTINA",13248
30,"ENTRE RIOS","M","75 a 79","OTRO PAIS","ARGENTINA",86
30,"ENTRE RIOS","M","75 a 79","OTRO PAIS","EXTRANJERA",385
30,"ENTRE RIOS","M","80 a 84","ARGENTINA","ARGENTINA",7657
30,"ENTRE RIOS","M","80 a 84","OTRO PAIS","ARGENTINA",50
30,"ENTRE RIOS","M","80 a 84","OTRO PAIS","EXTRANJERA",217
30,"ENTRE RIOS","M","85 a 89","ARGENTINA","ARGENTINA",3536
30,"ENTRE RIOS","M","85 a 89","OTRO PAIS","ARGENTINA",25
30,"ENTRE RIOS","M","85 a 89","OTRO PAIS","EXTRANJERA",126
30,"ENTRE RIOS","M","90 a 94","ARGENTINA","ARGENTINA",1226
30,"ENTRE RIOS","M","90 a 94","OTRO PAIS","ARGENTINA",14
30,"ENTRE RIOS","M","90 a 94","OTRO PAIS","EXTRANJERA",53
30,"ENTRE RIOS","M","95 a 99","ARGENTINA","ARGENTINA",229
30,"ENTRE RIOS","M","95 a 99","OTRO PAIS","ARGENTINA",4
30,"ENTRE RIOS","M","95 a 99","OTRO PAIS","EXTRANJERA",16
30,"ENTRE RIOS","M","100 y +","ARGENTINA","ARGENTINA",21
30,"ENTRE RIOS","M","100 y +","OTRO PAIS","EXTRANJERA",4
30,"ENTRE RIOS","X","20 a 24","ARGENTINA","ARGENTINA",1
30,"ENTRE RIOS","X","25 a 29","ARGENTINA","ARGENTINA",5
30,"ENTRE RIOS","X","30 a 34","ARGENTINA","ARGENTINA",2
30,"ENTRE RIOS","X","45 a 49","ARGENTINA","ARGENTINA",1
30,"ENTRE RIOS","X","55 a 59","ARGENTINA","ARGENTINA",1
34,"FORMOSA","F","0 a 4","ARGENTINA","ARGENTINA",19792
34,"FORMOSA","F","0 a 4","OTRO PAIS","ARGENTINA",2
34,"FORMOSA","F","0 a 4","OTRO PAIS","EXTRANJERA",3
34,"FORMOSA","F","5 a 9","ARGENTINA","ARGENTINA",27660
34,"FORMOSA","F","5 a 9","OTRO PAIS","ARGENTINA",27
34,"FORMOSA","F","5 a 9","OTRO PAIS","EXTRANJERA",33
34,"FORMOSA","F","10 a 14","ARGENTINA","ARGENTINA",27224
34,"FORMOSA","F","10 a 14","OTRO PAIS","ARGENTINA",27
34,"FORMOSA","F","10 a 14","OTRO PAIS","EXTRANJERA",85
34,"FORMOSA","F","15 a 19","ARGENTINA","ARGENTINA",26642
34,"FORMOSA","F","15 a 19","OTRO PAIS","ARGENTINA",35
34,"FORMOSA","F","15 a 19","OTRO PAIS","EXTRANJERA",103
34,"FORMOSA","F","20 a 24","ARGENTINA","ARGENTINA",27732
34,"FORMOSA","F","20 a 24","OTRO PAIS","ARGENTINA",40
34,"FORMOSA","F","20 a 24","OTRO PAIS","EXTRANJERA",222
34,"FORMOSA","F","25 a 29","ARGENTINA","ARGENTINA",26766
34,"FORMOSA","F","25 a 29","OTRO PAIS","ARGENTINA",50
34,"FORMOSA","F","25 a 29","OTRO PAIS","EXTRANJERA",385
34,"FORMOSA","F","30 a 34","ARGENTINA","ARGENTINA",23358
34,"FORMOSA","F","30 a 34","OTRO PAIS","ARGENTINA",52
34,"FORMOSA","F","30 a 34","OTRO PAIS","EXTRANJERA",756
34,"FORMOSA","F","35 a 39","ARGENTINA","ARGENTINA",19984
34,"FORMOSA","F","35 a 39","OTRO PAIS","ARGENTINA",60
34,"FORMOSA","F","35 a 39","OTRO PAIS","EXTRANJERA",953
34,"FORMOSA","F","40 a 44","ARGENTINA","ARGENTINA",19629
34,"FORMOSA","F","40 a 44","OTRO PAIS","ARGENTINA",69
34,"FORMOSA","F","40 a 44","OTRO PAIS","EXTRANJERA",1027
34,"FORMOSA","F","45 a 49","ARGENTINA","ARGENTINA",16698
34,"FORMOSA","F","45 a 49","OTRO PAIS","ARGENTINA",67
34,"FORMOSA","F","45 a 49","OTRO PAIS","EXTRANJERA",902
34,"FORMOSA","F","50 a 54","ARGENTINA","ARGENTINA",13837
34,"FORMOSA","F","50 a 54","OTRO PAIS","ARGENTINA",113
34,"FORMOSA","F","50 a 54","OTRO PAIS","EXTRANJERA",1170
34,"FORMOSA","F","55 a 59","ARGENTINA","ARGENTINA",12876
34,"FORMOSA","F","55 a 59","OTRO PAIS","ARGENTINA",177
34,"FORMOSA","F","55 a 59","OTRO PAIS","EXTRANJERA",1346
34,"FORMOSA","F","60 a 64","ARGENTINA","ARGENTINA",11329
34,"FORMOSA","F","60 a 64","OTRO PAIS","ARGENTINA",197
34,"FORMOSA","F","60 a 64","OTRO PAIS","EXTRANJERA",1280
34,"FORMOSA","F","65 a 69","ARGENTINA","ARGENTINA",9668
34,"FORMOSA","F","65 a 69","OTRO PAIS","ARGENTINA",263
34,"FORMOSA","F","65 a 69","OTRO PAIS","EXTRANJERA",1586
34,"FORMOSA","F","70 a 74","ARGENTINA","ARGENTINA",6734
34,"FORMOSA","F","70 a 74","OTRO PAIS","ARGENTINA",261
34,"FORMOSA","F","70 a 74","OTRO PAIS","EXTRANJERA",1920
34,"FORMOSA","F","75 a 79","ARGENTINA","ARGENTINA",4205
34,"FORMOSA","F","75 a 79","OTRO PAIS","ARGENTINA",289
34,"FORMOSA","F","75 a 79","OTRO PAIS","EXTRANJERA",1965
34,"FORMOSA","F","80 a 84","ARGENTINA","ARGENTINA",2677
34,"FORMOSA","F","80 a 84","OTRO PAIS","ARGENTINA",297
34,"FORMOSA","F","80 a 84","OTRO PAIS","EXTRANJERA",1428
34,"FORMOSA","F","85 a 89","ARGENTINA","ARGENTINA",1475
34,"FORMOSA","F","85 a 89","OTRO PAIS","ARGENTINA",178
34,"FORMOSA","F","85 a 89","OTRO PAIS","EXTRANJERA",897
34,"FORMOSA","F","90 a 94","ARGENTINA","ARGENTINA",616
34,"FORMOSA","F","90 a 94","OTRO PAIS","ARGENTINA",96
34,"FORMOSA","F","90 a 94","OTRO PAIS","EXTRANJERA",498
34,"FORMOSA","F","95 a 99","ARGENTINA","ARGENTINA",165
34,"FORMOSA","F","95 a 99","OTRO PAIS","ARGENTINA",33
34,"FORMOSA","F","95 a 99","OTRO PAIS","EXTRANJERA",186
34,"FORMOSA","F","100 y +","ARGENTINA","ARGENTINA",58
34,"FORMOSA","F","100 y +","OTRO PAIS","ARGENTINA",3
34,"FORMOSA","F","100 y +","OTRO PAIS","EXTRANJERA",50
34,"FORMOSA","M","0 a 4","ARGENTINA","ARGENTINA",20494
34,"FORMOSA","M","0 a 4","OTRO PAIS","ARGENTINA",6
34,"FORMOSA","M","0 a 4","OTRO PAIS","EXTRANJERA",3
